ID,Date,Value,Category,Score,Status,Quantity,Price,Region,Priority
424,2024-02-28,4373,C,71.86,Closed,567,748.88,South,Medium
425,2024-02-29,9945,A,44.04,Pending,339,680.03,East,Medium
426,2024-03-01,3082,C,14.25,Closed,260,925.41,East,High
427,2024-03-02,9967,D,64.06,Active,433,154.22,North,Low
428,2024-03-03,7748,B,77.3,Pending,44,326.65,North,Medium
429,2024-03-04,1417,C,63.81,Active,159,351.13,South,High
430,2024-03-05,9306,B,58.81,Pending,816,239.76,East,High
431,2024-03-06,9808,D,22.94,Closed,355,150.78,South,High
432,2024-03-07,4974,B,64.51,Active,98,491.84,Central,High
433,2024-03-08,4267,A,33.49,Pending,538,836.1,North,Low
434,2024-03-09,1825,B,91.96,Pending,871,954.99,West,Low
435,2024-03-10,8668,C,65.37,Closed,710,138.05,South,Medium
436,2024-03-11,6745,C,27.82,Pending,609,824.93,Central,Medium
437,2024-03-12,1412,B,47.29,Pending,239,826.34,West,Medium
438,2024-03-13,8543,A,84.66,Active,475,395.09,Central,Medium
439,2024-03-14,8587,D,33.55,Closed,524,118.93,East,Medium
440,2024-03-15,1728,B,52.54,Closed,557,990.11,East,High
441,2024-03-16,8164,C,67.97,Active,392,659.04,East,Low
442,2024-03-17,9867,C,75.45,Active,9,982.37,West,High
443,2024-03-18,6988,B,17.39,Active,513,488.82,West,Low
444,2024-03-19,3504,B,56.52,Pending,389,401.24,East,High
445,2024-03-20,3967,B,91.22,Closed,839,254.71,West,High
446,2024-03-21,3786,D,96.84,Closed,210,983.74,East,Medium
447,2024-03-22,2122,C,65.61,Closed,54,260.72,South,Low
448,2024-03-23,5079,C,98.37,Pending,616,33.53,East,Low
449,2024-03-24,2571,C,57.07,Closed,152,517.34,North,Low
450,2024-03-25,6073,D,44.26,Closed,410,383.28,South,Medium
451,2024-03-26,6104,A,55.16,Closed,10,268.77,East,Medium
452,2024-03-27,3143,C,11.57,Closed,957,638.26,North,Medium
453,2024-03-28,7806,C,40.17,Active,552,370.63,East,Medium
454,2024-03-29,8357,A,45.84,Pending,556,408.23,South,High
455,2024-03-30,4440,D,84.86,Closed,880,32.82,East,Low
456,2024-03-31,4766,A,75.86,Closed,268,593.18,West,Medium
457,2024-04-01,6644,A,60.14,Closed,790,130.85,East,Medium
458,2024-04-02,3914,A,34.73,Closed,667,221.67,South,Medium
459,2024-04-03,5968,A,18.7,Closed,451,719.95,Central,Medium
460,2024-04-04,6917,D,34.78,Active,594,320.11,East,Low
461,2024-04-05,9787,D,67.98,Active,197,171.58,West,High
462,2024-04-06,1728,A,26.3,Pending,398,581.65,South,High
463,2024-04-07,2365,B,42.69,Pending,921,222.76,North,Medium
464,2024-04-08,5492,B,38.68,Closed,52,278.27,Central,High
465,2024-04-09,1698,B,76.56,Closed,735,625.13,East,Medium
466,2024-04-10,8186,B,88.38,Active,469,742.46,South,Medium
467,2024-04-11,1395,C,69.94,Pending,368,742.26,West,Low
468,2024-04-12,8400,D,34.16,Closed,374,487.42,West,High
469,2024-04-13,9082,D,43.32,Closed,59,459.75,South,High
470,2024-04-14,5171,A,14.34,Closed,294,789.77,West,Medium
471,2024-04-15,5360,C,16.81,Pending,788,201.1,Central,Low
472,2024-04-16,3502,A,16.43,Active,846,160.68,North,Medium
473,2024-04-17,1717,A,13.06,Active,788,668.05,West,Low
474,2024-04-18,3782,D,17.96,Closed,952,415.41,West,High
475,2024-04-19,5946,C,20.27,Closed,869,712.9,North,Low
476,2024-04-20,6486,B,11.18,Closed,110,264.03,Central,High
477,2024-04-21,9335,D,64.03,Closed,542,331.62,Central,High
478,2024-04-22,5980,C,99.04,Closed,107,897.71,Central,High
479,2024-04-23,8266,C,87.92,Pending,297,427.44,West,Medium
480,2024-04-24,5491,D,4.56,Active,852,595.04,West,Medium
481,2024-04-25,8192,D,42.31,Pending,839,115.62,Central,Low
482,2024-04-26,6588,A,85.93,Pending,831,187.04,West,Medium
483,2024-04-27,8651,A,13.47,Closed,965,45.53,East,Medium
484,2024-04-28,4636,A,84.76,Pending,95,430.13,West,Low
485,2024-04-29,2167,B,59.27,Active,797,989.03,Central,High
486,2024-04-30,2062,D,93.13,Closed,719,875.13,South,Low
487,2024-05-01,3156,C,87.6,Active,985,636.58,Central,Medium
488,2024-05-02,8860,D,67.7,Pending,845,862.49,South,High
489,2024-05-03,6161,C,65.78,Closed,684,598.23,West,Low
490,2024-05-04,6305,B,21.32,Active,472,375.08,West,High
491,2024-05-05,7541,D,11.68,Active,79,181.81,South,Medium
492,2024-05-06,5729,C,41.54,Closed,984,656.52,Central,Medium
493,2024-05-07,8330,C,18.66,Active,250,201.12,North,Low
494,2024-05-08,6334,A,10.24,Closed,730,423.25,North,High
495,2024-05-09,9924,B,30.23,Closed,339,827.54,Central,Medium
496,2024-05-10,5330,D,86.05,Pending,57,137.94,West,High
497,2024-05-11,9010,A,1.71,Active,920,137.73,South,Low
498,2024-05-12,7801,B,29.26,Closed,147,232.16,South,Low
499,2024-05-13,5846,A,42.41,Pending,746,556.4,Central,Low
500,2024-05-14,7731,D,51.06,Pending,17,259.21,Central,Medium
501,2024-05-15,8241,C,18.16,Closed,368,508.17,East,Medium
502,2024-05-16,1953,D,96.42,Closed,709,308.96,South,Medium
503,2024-05-17,3539,B,57.89,Active,189,511.18,East,Medium
504,2024-05-18,8056,D,52.21,Active,644,284.86,West,Low
505,2024-05-19,2542,B,0.88,Active,248,980.21,South,Medium
506,2024-05-20,6293,A,48.57,Closed,150,497.79,Central,Medium
507,2024-05-21,2191,B,83.77,Pending,714,746.21,Central,Medium
508,2024-05-22,7313,C,21.96,Pending,213,703.54,West,Low
509,2024-05-23,7938,C,35.12,Closed,217,495.65,North,Low
510,2024-05-24,3681,C,2.06,Active,6,246.47,East,Medium
511,2024-05-25,2540,A,97.69,Pending,670,515.61,Central,High
512,2024-05-26,7172,B,6.67,Pending,861,684.16,South,High
513,2024-05-27,6541,A,89.82,Active,587,465.32,South,Medium
514,2024-05-28,2365,D,31.3,Pending,395,91.11,South,Medium
515,2024-05-29,9691,D,58.76,Active,763,27.8,West,Medium
516,2024-05-30,9702,D,67.93,Pending,304,334.6,North,Low
517,2024-05-31,8494,D,14.08,Pending,558,158.72,East,High
518,2024-06-01,5312,C,44.38,Pending,411,907.13,South,Low
519,2024-06-02,2324,B,32.55,Active,403,184.07,South,High
520,2024-06-03,4141,C,5.66,Pending,854,400.34,Central,Low
521,2024-06-04,8419,B,83.32,Pending,860,714.96,North,Low
522,2024-06-05,4486,B,4.52,Pending,827,817.27,Central,Medium
523,2024-06-06,2810,A,65.33,Closed,380,482.94,West,Medium
524,2024-06-07,7588,D,31.41,Pending,452,189.32,West,Medium
525,2024-06-08,3923,B,19.21,Pending,229,278.19,East,Low
526,2024-06-09,6301,D,66.71,Active,694,424.78,West,Medium
527,2024-06-10,5186,D,57.45,Active,505,370.95,East,Low
528,2024-06-11,9905,D,31.53,Closed,595,355.19,Central,Low
529,2024-06-12,6977,C,51.3,Active,145,140.54,South,Medium
530,2024-06-13,5268,D,24.62,Active,50,914.18,South,Medium
531,2024-06-14,5748,B,86.37,Active,424,39.46,North,Low
532,2024-06-15,5849,C,31.38,Closed,100,445.6,West,High
533,2024-06-16,4709,D,24.52,Closed,343,980.52,North,High
534,2024-06-17,7619,A,75.18,Pending,882,663.13,North,Low
535,2024-06-18,9647,D,1.76,Pending,732,361.86,South,Medium
536,2024-06-19,4072,D,26.8,Active,651,154.64,West,Medium
537,2024-06-20,7530,C,37.54,Pending,890,964.23,South,Medium
538,2024-06-21,1504,B,88.22,Pending,526,23.85,North,Low
539,2024-06-22,2214,D,95.04,Closed,13,684.57,West,Medium
540,2024-06-23,2531,C,71.65,Closed,856,881.34,South,High
541,2024-06-24,8576,C,49.25,Pending,762,34.91,East,High
542,2024-06-25,1823,B,64.06,Pending,848,727.92,East,Medium
543,2024-06-26,1928,C,41.4,Pending,924,998.85,Central,Low
544,2024-06-27,6029,B,29.88,Active,990,643.25,Central,High
545,2024-06-28,1133,A,95.07,Closed,172,420.53,West,Medium
546,2024-06-29,3105,D,11.54,Pending,489,875.66,Central,Medium
547,2024-06-30,4627,C,34.64,Pending,831,558.64,West,High
548,2024-07-01,7316,A,89.91,Active,359,751.95,North,Low
549,2024-07-02,2852,C,72.31,Closed,106,591.9,East,Low
550,2024-07-03,5910,C,2.91,Active,189,47.91,West,High
551,2024-07-04,5175,A,2.31,Active,987,221.01,North,Low
552,2024-07-05,6348,C,51.65,Pending,529,87.98,East,Medium
553,2024-07-06,7190,C,48.43,Active,50,115.62,South,Low
554,2024-07-07,2256,A,44.3,Active,249,25.25,North,High
555,2024-07-08,4376,C,30.23,Pending,410,426.95,South,High
556,2024-07-09,6645,B,98.66,Closed,391,186.87,Central,High
557,2024-07-10,4486,C,27.2,Pending,379,857.14,West,Medium
558,2024-07-11,4584,D,49.0,Closed,227,752.54,East,Medium
559,2024-07-12,9053,C,40.49,Active,591,577.45,Central,Medium
560,2024-07-13,4330,D,17.02,Active,784,494.13,North,High
561,2024-07-14,3703,D,20.26,Pending,213,263.31,Central,Low
562,2024-07-15,9662,C,91.83,Pending,529,480.2,South,Medium
563,2024-07-16,9120,A,85.83,Pending,346,644.82,South,High
564,2024-07-17,8114,B,19.9,Active,419,784.41,West,High
565,2024-07-18,2353,B,87.57,Active,763,90.87,Central,Medium
566,2024-07-19,6063,C,20.92,Closed,852,711.38,East,Low
567,2024-07-20,9549,A,62.65,Pending,84,745.3,South,Medium
568,2024-07-21,8575,A,8.13,Active,919,563.38,North,Low
569,2024-07-22,1667,B,88.04,Closed,197,222.18,Central,High
570,2024-07-23,5468,A,5.15,Pending,777,543.79,East,High
571,2024-07-24,7819,C,55.49,Pending,983,507.68,East,High
572,2024-07-25,4719,C,77.97,Closed,530,480.95,East,Low
573,2024-07-26,3745,A,11.68,Closed,221,466.03,East,Medium
574,2024-07-27,8483,C,40.45,Closed,843,119.72,South,Medium
575,2024-07-28,1539,D,4.2,Active,747,191.06,West,Low
576,2024-07-29,5964,B,68.28,Pending,176,106.36,Central,Medium
577,2024-07-30,5835,C,30.74,Pending,584,250.05,South,Low
578,2024-07-31,4775,A,55.94,Closed,603,270.84,West,Medium
579,2024-08-01,7042,B,93.27,Active,322,252.63,East,Medium
580,2024-08-02,8102,C,30.59,Closed,535,218.82,North,Low
581,2024-08-03,8312,B,4.86,Active,725,738.07,East,Medium
582,2024-08-04,6320,A,67.56,Pending,394,820.38,West,High
583,2024-08-05,7132,D,78.68,Pending,806,333.84,West,High
584,2024-08-06,8891,D,95.79,Active,640,312.08,North,Low
585,2024-08-07,3779,C,15.78,Pending,571,845.59,South,Medium
586,2024-08-08,1924,D,39.21,Pending,324,627.68,North,Low
587,2024-08-09,2581,C,84.41,Closed,85,300.5,East,Low
588,2024-08-10,8714,B,80.69,Active,741,716.48,Central,Medium
589,2024-08-11,4324,C,62.48,Pending,887,351.15,South,High
590,2024-08-12,6713,C,26.94,Pending,427,590.69,Central,High
591,2024-08-13,8026,C,28.4,Active,268,992.71,Central,Medium
592,2024-08-14,1255,D,12.4,Pending,112,308.58,South,High
593,2024-08-15,5804,C,92.19,Active,628,931.22,East,Low
594,2024-08-16,2838,A,17.29,Active,949,327.45,West,Low
595,2024-08-17,1009,C,57.29,Closed,750,544.88,East,Low
596,2024-08-18,3871,B,58.44,Active,398,465.38,West,High
597,2024-08-19,9989,A,36.96,Closed,52,785.33,West,Medium
598,2024-08-20,8409,B,35.25,Pending,84,70.48,South,Medium
599,2024-08-21,8418,B,66.86,Active,623,630.85,South,Low
600,2024-08-22,6124,B,38.83,Closed,712,763.06,North,Low
601,2024-08-23,2015,A,25.51,Active,731,477.42,Central,Low
602,2024-08-24,3193,A,39.91,Pending,741,114.24,Central,High
603,2024-08-25,9415,D,80.77,Closed,829,252.36,Central,Medium
604,2024-08-26,8449,A,96.65,Closed,425,682.88,Central,Medium
605,2024-08-27,5158,C,63.6,Closed,21,896.48,North,High
606,2024-08-28,4925,B,78.21,Pending,688,427.39,West,Medium
607,2024-08-29,7970,D,53.28,Closed,56,564.81,North,Low
608,2024-08-30,7938,A,62.48,Pending,291,236.1,South,Medium
609,2024-08-31,5784,B,98.81,Pending,812,418.09,East,Medium
610,2024-09-01,5000,A,43.84,Active,807,343.42,West,High
611,2024-09-02,2633,D,6.63,Pending,655,658.97,West,Medium
612,2024-09-03,8266,A,95.7,Closed,908,984.85,North,Low
613,2024-09-04,9702,A,79.31,Closed,373,815.17,South,High
614,2024-09-05,1384,B,39.83,Pending,738,200.24,South,High
615,2024-09-06,1404,C,98.24,Pending,8,581.9,West,High
616,2024-09-07,9175,A,34.55,Active,124,75.75,North,Low
617,2024-09-08,3000,D,37.21,Active,758,254.45,Central,Medium
618,2024-09-09,6989,A,60.97,Closed,101,180.5,West,High
619,2024-09-10,2460,A,27.43,Pending,990,342.19,Central,Low
620,2024-09-11,8190,C,69.86,Closed,835,682.03,East,Low
621,2024-09-12,8140,B,15.29,Pending,862,504.4,South,Low
622,2024-09-13,4636,D,10.8,Closed,93,933.58,West,Medium
623,2024-09-14,5809,B,53.49,Closed,385,220.62,East,Low
624,2024-09-15,5178,B,55.55,Closed,766,370.57,Central,Medium
625,2024-09-16,8245,B,10.67,Pending,80,336.55,West,High
626,2024-09-17,7600,A,96.42,Active,298,243.6,East,High
627,2024-09-18,6997,C,57.33,Active,31,993.24,West,Medium
628,2024-09-19,3048,A,15.1,Pending,378,393.35,East,Low
629,2024-09-20,5780,D,31.14,Active,330,941.1,East,High
630,2024-09-21,1716,C,80.02,Closed,926,396.57,Central,Medium
631,2024-09-22,8939,B,52.32,Pending,299,212.05,South,Low
632,2024-09-23,6565,C,18.81,Pending,282,128.01,North,High
633,2024-09-24,5544,D,10.28,Active,12,857.01,East,Medium
634,2024-09-25,5976,A,43.08,Active,639,41.78,South,Low
635,2024-09-26,4419,A,33.74,Closed,872,964.75,North,Low
636,2024-09-27,8239,B,65.59,Pending,699,424.01,Central,Low
637,2024-09-28,1249,A,92.52,Active,69,254.9,West,Medium
638,2024-09-29,9865,A,24.77,Pending,841,621.27,South,Medium
639,2024-09-30,1770,D,85.52,Closed,523,141.58,West,Low
640,2024-10-01,5363,C,92.05,Closed,815,81.42,West,Low
641,2024-10-02,2077,A,90.2,Closed,23,829.51,North,Low
642,2024-10-03,9427,D,95.21,Pending,337,430.42,South,Low
643,2024-10-04,9580,D,84.21,Pending,427,523.07,East,Low
644,2024-10-05,8901,B,59.35,Pending,845,184.93,North,Low
645,2024-10-06,5858,D,40.98,Pending,209,70.81,South,High
646,2024-10-07,7544,B,49.17,Pending,215,374.1,East,Low
647,2024-10-08,5719,A,87.26,Closed,635,511.08,West,Medium
648,2024-10-09,3814,B,30.14,Closed,423,767.78,Central,Medium
649,2024-10-10,4374,D,15.93,Closed,73,506.04,Central,Medium
650,2024-10-11,2252,C,14.08,Active,722,784.68,North,Medium
651,2024-10-12,7996,C,82.7,Closed,823,124.28,East,High
652,2024-10-13,5673,A,76.15,Pending,786,73.32,East,High
653,2024-10-14,5530,A,49.76,Closed,606,167.27,Central,Medium
654,2024-10-15,7881,C,27.49,Active,938,774.29,East,Medium
655,2024-10-16,7949,B,67.76,Active,748,761.74,South,Medium
656,2024-10-17,7241,A,3.84,Active,666,149.95,South,Medium
657,2024-10-18,9017,D,56.82,Active,274,40.68,Central,Medium
658,2024-10-19,7941,A,39.84,Active,725,688.43,West,High
659,2024-10-20,8002,B,97.79,Pending,640,856.73,West,High
660,2024-10-21,2331,A,50.76,Closed,233,756.57,West,High
661,2024-10-22,5261,D,55.23,Pending,41,210.77,Central,Low
662,2024-10-23,8648,D,71.24,Pending,938,587.93,North,Medium
663,2024-10-24,6115,D,48.45,Active,289,759.79,East,Medium
664,2024-10-25,5637,B,22.46,Closed,555,263.27,South,Low
665,2024-10-26,5854,B,53.73,Closed,270,532.44,South,Medium
666,2024-10-27,4177,D,94.43,Closed,439,321.32,North,Low
667,2024-10-28,8730,D,40.99,Active,314,233.32,East,Low
668,2024-10-29,3180,B,67.96,Pending,510,969.89,West,Low
669,2024-10-30,5892,B,97.8,Closed,394,913.46,South,Low
670,2024-10-31,8043,B,82.99,Pending,28,451.21,West,Medium
671,2024-11-01,1137,C,65.9,Closed,270,145.41,West,Low
672,2024-11-02,7327,B,73.6,Closed,467,730.63,Central,Medium
673,2024-11-03,4472,D,93.65,Closed,922,263.14,Central,Low
674,2024-11-04,6449,C,95.98,Closed,74,176.83,East,High
675,2024-11-05,3832,B,96.9,Active,657,387.71,South,Medium
676,2024-11-06,4579,D,62.56,Active,674,534.55,Central,Low
677,2024-11-07,6971,A,38.47,Pending,246,106.47,East,Low
678,2024-11-08,5164,C,13.32,Active,782,576.03,North,Low
679,2024-11-09,8941,D,38.55,Closed,410,25.19,West,High
680,2024-11-10,6569,A,94.3,Pending,498,892.95,South,Medium
681,2024-11-11,5300,D,88.98,Pending,418,921.53,South,High
682,2024-11-12,7269,B,52.37,Pending,211,735.74,East,High
683,2024-11-13,4818,B,53.7,Closed,792,471.88,Central,High
684,2024-11-14,2906,A,30.89,Closed,223,262.35,West,Medium
685,2024-11-15,7254,B,45.45,Pending,360,746.67,West,High
686,2024-11-16,1760,D,71.44,Active,582,932.48,South,Medium
687,2024-11-17,8830,A,40.24,Closed,20,166.95,South,Medium
688,2024-11-18,8350,D,18.8,Closed,423,471.16,West,Low
689,2024-11-19,7238,D,54.09,Active,121,322.11,North,High
690,2024-11-20,7090,D,22.53,Pending,173,363.17,East,High
691,2024-11-21,7031,B,97.43,Active,34,411.7,North,High
692,2024-11-22,8687,B,39.03,Closed,918,952.28,Central,Medium
693,2024-11-23,9472,D,90.97,Pending,71,266.05,North,Medium
694,2024-11-24,2887,C,22.56,Pending,545,497.75,North,Medium
695,2024-11-25,4266,D,18.92,Active,774,951.97,Central,High
696,2024-11-26,1666,D,61.69,Closed,784,481.3,East,Medium
697,2024-11-27,5188,A,77.94,Closed,968,864.96,West,Medium
698,2024-11-28,1671,D,56.68,Pending,621,68.18,North,Medium
699,2024-11-29,7777,B,22.98,Closed,535,953.5,East,Low
700,2024-11-30,8570,A,3.79,Pending,658,195.66,Central,Medium
701,2024-12-01,8956,C,61.83,Pending,14,980.14,East,High
702,2024-12-02,6124,A,13.1,Pending,306,183.82,North,Medium
703,2024-12-03,6585,C,34.32,Closed,829,449.92,West,Low
704,2024-12-04,5777,A,67.58,Active,548,315.53,Central,Medium
705,2024-12-05,4900,A,9.8,Pending,271,438.9,Central,Medium
706,2024-12-06,7677,C,12.73,Active,773,258.02,North,Low
707,2024-12-07,7981,B,6.17,Active,53,965.66,East,High
708,2024-12-08,7376,B,99.61,Active,494,312.67,West,Low
709,2024-12-09,1523,B,38.71,Active,560,656.74,Central,Medium
710,2024-12-10,3393,A,90.58,Active,463,146.07,North,Medium
711,2024-12-11,3593,D,29.36,Pending,523,826.14,North,Medium
712,2024-12-12,8240,A,75.32,Closed,770,547.08,South,Medium
713,2024-12-13,7937,D,21.91,Active,855,979.65,South,High
714,2024-12-14,7190,D,49.83,Closed,792,429.17,East,Medium
715,2024-12-15,6240,B,82.46,Closed,722,203.49,North,Medium
716,2024-12-16,7493,D,81.63,Pending,324,352.56,East,Low
717,2024-12-17,3878,A,79.43,Active,847,739.6,East,High
718,2024-12-18,5143,A,82.37,Closed,524,662.52,West,Low
719,2024-12-19,4644,B,21.15,Closed,443,780.56,South,Medium
720,2024-12-20,5432,C,48.22,Active,251,82.74,East,Medium
721,2024-12-21,2276,A,48.49,Pending,835,584.57,West,Medium
722,2024-12-22,6811,D,89.05,Pending,160,932.85,West,High
723,2024-12-23,1302,A,29.69,Active,36,116.82,South,Medium
724,2024-12-24,1638,A,93.15,Closed,661,103.39,South,Low
725,2024-12-25,1055,A,45.08,Pending,880,719.44,North,Low
726,2024-12-26,9717,C,66.98,Pending,198,322.03,East,High
727,2024-12-27,9150,D,26.89,Closed,450,661.99,West,Medium
728,2024-12-28,3125,B,41.03,Closed,378,549.93,North,Medium
729,2024-12-29,1364,A,70.98,Closed,246,986.21,East,Medium
730,2024-12-30,7809,D,51.27,Closed,393,890.17,East,High
731,2024-12-31,5621,D,93.07,Active,204,681.29,North,High
732,2025-01-01,6126,B,73.71,Closed,44,269.06,West,Medium
733,2025-01-02,6122,A,56.44,Pending,315,269.29,North,Low
734,2025-01-03,2646,C,88.67,Closed,408,883.42,East,High
735,2025-01-04,1918,D,66.56,Closed,895,589.49,North,High
736,2025-01-05,3797,B,64.73,Active,831,791.39,North,Low
737,2025-01-06,7506,C,24.64,Active,206,455.37,East,Low
738,2025-01-07,6870,D,39.49,Closed,241,112.04,South,Medium
739,2025-01-08,2531,A,68.33,Active,41,339.36,West,Medium
740,2025-01-09,9172,D,89.18,Active,588,169.54,East,Medium
741,2025-01-10,4345,C,31.55,Active,987,784.01,South,Medium
742,2025-01-11,8673,C,21.55,Active,714,703.51,North,High
743,2025-01-12,7949,A,59.37,Closed,363,97.53,South,Low
744,2025-01-13,7882,A,6.72,Active,898,625.17,East,Medium
745,2025-01-14,2906,B,71.45,Active,95,875.39,East,Low
746,2025-01-15,4086,A,70.31,Pending,540,700.39,North,Medium
747,2025-01-16,9152,B,35.5,Closed,144,516.0,East,Low
748,2025-01-17,6750,C,89.27,Active,59,318.74,Central,Medium
749,2025-01-18,9905,C,50.22,Pending,641,888.23,South,Low
750,2025-01-19,2062,D,64.58,Active,854,428.58,Central,Medium
751,2025-01-20,2976,D,20.96,Closed,509,856.84,Central,High
752,2025-01-21,2296,B,41.73,Pending,513,785.17,South,Medium
753,2025-01-22,7229,A,86.24,Pending,799,818.06,East,Low
754,2025-01-23,8641,A,21.29,Closed,22,989.9,South,Medium
755,2025-01-24,1125,D,39.06,Pending,738,751.27,North,High
756,2025-01-25,5632,C,31.81,Pending,204,43.7,Central,High
757,2025-01-26,7288,B,15.11,Active,699,213.38,Central,Medium
758,2025-01-27,4596,C,28.97,Pending,887,44.84,East,Low
759,2025-01-28,7168,C,23.28,Closed,471,198.01,South,Low
760,2025-01-29,8561,A,92.36,Active,284,70.83,West,Low
761,2025-01-30,9258,B,74.11,Pending,372,506.6,East,Low
762,2025-01-31,1232,C,31.61,Active,498,37.92,East,High
763,2025-02-01,7371,D,76.33,Closed,332,477.85,East,High
764,2025-02-02,5206,D,2.21,Pending,27,899.85,South,Medium
765,2025-02-03,8943,A,52.65,Closed,855,751.09,East,Low
766,2025-02-04,7891,D,25.03,Closed,129,944.52,North,Medium
767,2025-02-05,7738,D,11.43,Pending,380,234.38,North,High
768,2025-02-06,3472,C,88.38,Pending,507,535.77,Central,Medium
769,2025-02-07,3739,D,19.93,Active,875,325.39,Central,Medium
770,2025-02-08,6401,D,82.24,Closed,898,498.88,South,Low
771,2025-02-09,2761,C,41.32,Pending,95,561.51,West,High
772,2025-02-10,1876,A,1.43,Closed,578,45.82,Central,High
773,2025-02-11,4812,A,73.25,Pending,177,240.92,Central,Medium
774,2025-02-12,2460,B,59.64,Closed,473,707.73,Central,High
775,2025-02-13,2733,D,34.42,Active,486,775.2,Central,Low
776,2025-02-14,2605,C,28.15,Closed,275,573.76,East,Medium
777,2025-02-15,6622,B,7.37,Pending,668,278.12,Central,High
778,2025-02-16,7767,A,94.14,Active,966,411.03,South,Low
779,2025-02-17,7986,A,49.4,Active,423,105.08,East,High
780,2025-02-18,4517,C,8.55,Pending,531,953.65,East,Low
781,2025-02-19,4735,B,86.87,Active,895,869.99,South,Medium
782,2025-02-20,9434,B,27.88,Closed,884,74.95,West,Low
783,2025-02-21,3590,C,20.36,Closed,320,174.83,Central,High
784,2025-02-22,2063,C,28.09,Pending,58,585.28,North,Medium
785,2025-02-23,5324,B,56.46,Closed,273,240.11,West,High
786,2025-02-24,6342,A,7.41,Pending,198,935.06,Central,Medium
787,2025-02-25,1005,D,48.18,Active,79,758.03,North,High
